1994,Great Britain,2.985833333,45.7,45.3,43.96,44.19,3
2011,Jamaica,2.985833333,45.3,44.4,44.79,44.66,2
2016,Belgium,2.985833333,45.7,44.1,45.2,44.15,2
1987,Cuba,2.986333333,45.2,45.2,44.9,43.88,4
2007,Bahamas,2.986333333,45.23,45.08,44.44,44.43,4
2007,U.S.A,2.986666667,45.9,44.9,44,44.4,3
2011,South Africa,2.986833333,45.58,43.97,44.46,45.2,2
2000,Bahamas,2.987166667,44.65,44.23,44.83,45.52,2
2014,Russia,2.987166667,45.1,44.1,45.2,44.83,2
2004,U.S.A,2.9875,45.4,44.9,44.81,44.14,4
2017,U.S.A,2.987666667,45.3,44.8,44.36,44.8,3
2016,Bostwana,2.988,45,43.9,45.23,45.15,2
1996,U.S.A,2.988333333,45.5,44.2,44.8,44.8,2
1984,Nigeria,2.988666667,45.34,44.48,44.94,44.56,2
1984,Nigeria,2.988666667,45.34,44.48,44.94,44.56,2
2008,Poland,2.988666667,45.02,44.54,45.1,44.66,2
1999,Belgium,2.988833333,45.57,45.36,44.39,44.01,4
2008,Great Britain,2.988833333,45.28,45.08,44.5,44.47,4
2015,Belgium,2.988833333,45.57,45.36,44.39,44.01,4
2016,Jamaica,2.989,46.13,44.65,44.68,43.88,4
1999,Jamaica,2.989,46.13,44.65,44.68,43.88,4
2015,Belgium,2.989333333,45.9,44.2,45.48,43.78,4
2011,U.S.A,2.9895,44.8,45.4,45,44.17,4
2011,U.S.A,2.9895,44.8,45.4,45,44.17,4
2017,Trinidad and Tobago,2.99,45.9,44.4,44.78,44.32,4
1994,U.S.A,2.99,44.8,44.2,45.1,45.3,2
1996,Jamaica,2.990333333,45.05,43.81,45.87,44.69,2
2016,Cuba,2.9905,45.8,44.7,45.33,43.6,4
2012,Trinidad and Tobago,2.990666667,44.6,44.6,45.51,44.73,1
2008,Belgium,2.990833333,45.43,43.7,44.44,45.88,2
1997,Great Britain,2.991,45.71,44.18,44.46,45.11,2
2015,France,2.991666667,45.6,44.4,45.05,44.45,2
2017,Belgium,2.991666667,46,44.9,44.44,44.16,4
1991,Great Britain,2.991666667,46,44.5,44.8,44.2,4
1992,Cuba,2.991666667,46,44.1,44.9,44.5,2
1987,U.S.A,2.991833333,45.8,45,43.67,45.04,3
2015,Russia,2.992,46.1,44.5,44.63,44.29,4
1976,U.S.A,2.992166667,45.5,45.3,43.63,45.1,3
2016,Bahamas,2.992166667,45.2,44.6,44.9,44.83,2
2016,Poland,2.992333333,45.7,44.7,44.72,44.42,4
1990,U.S.A,2.993333333,46.2,44.5,44.6,44.3,4
1991,U.S.A,2.993333333,45.4,43.9,44.5,45.8,2
1966,U.S.A,2.993333333,46.3,44.5,43.8,45,3
2003,Jamaica,2.993333333,45.4,45.1,44.04,45.06,3
2015,Trinidad and Tobago,2.993333333,45.4,44.6,45.4,44.2,4
1968,Kenya,2.993333333,44.6,45.5,45.1,44.4,4
2012,Great Britain,2.993666667,45.1,44.9,45.53,44.09,4
1992,Kenya,2.993833333,45.4,45.13,44.76,44.34,4
1984,Australia,2.995,45.38,43.86,45.07,45.39,2
2001,Poland,2.995,46,44.1,45.1,44.5,2
1987,Cuba,2.995,45.6,45.3,44.1,44.7,3
1998,Great Britain,2.995166667,45.77,44.81,44.97,44.16,4
2014,France,2.995166667,45.3,44.6,45.22,44.59,4
2000,Bahamas,2.995333333,44.73,45.74,44.79,44.46,4
1992,Great Britain,2.9955,45.2,44.65,45.14,44.74,2
2014,Poland,2.995666667,45.4,44.4,45.63,44.31,4
2008,U.S.A,2.995833333,44.9,45.5,45.47,43.88,4
2005,Jamaica,2.996,45.5,45.6,44.33,44.33,3
2005,Bahamas,2.996166667,45.3,44.7,45.72,44.05,4
2001,Jamaica,2.996666667,45.2,44.4,45.1,45.1,2
2015,Cuba,2.996666667,45.6,44.4,44.8,45,2
2011,South Africa,2.996833333,46,43.9,44.88,45.03,2
1993,Kenya,2.997,46.15,45.35,44.63,43.69,4
2009,U.S.A,2.997166667,45.7,44.6,45.27,44.26,4
2013,U.S.A,2.997166667,45.2,44.6,45.21,44.82,2
1986,Great Britain,2.997333333,45.45,45.35,45.09,43.95,4
2015,Cuba,2.9975,45.9,44.4,44.99,44.56,2
1996,Great Britain,2.9975,45.8,45.2,44.5,44.35,4
2008,Bahamas,2.998,45.59,44.94,45.1,44.25,4
2013,Jamaica,2.998,46,44.3,45.53,44.05,4
2006,U.S.A,2.998333333,45.9,44.2,45.5,44.3,2
1997,Poland,2.998333333,45.4,44.8,44.82,44.88,2
1995,Jamaica,2.9985,45.9,44.2,44.97,44.84,2
1972,Kenya,2.998664333,45.3,45.8,45.2,43.61986,4
2013,Russia,2.998666667,45.4,44.8,45.05,44.67,4
2008,U.S.A,2.999666667,44.92,44.5,44.63,45.93,2
2008,U.S.A,2.999666667,44.92,44.5,44.63,45.93,2
1993,Germany,2.999833333,45.47,45.36,44.99,44.17,4
1993,Germany,2.999833333,45.47,45.36,44.99,44.17,4
1985,Germany,3,45.8,44.8,45.3,44.1,4
1997,Jamaica,3.000166667,46.2,43.9,44.84,45.07,2
1997,Jamaica,3.000166667,46.2,43.9,44.84,45.07,2
2008,Australia,3.000333333,46.07,45.26,44.41,44.28,4
2008,Australia,3.000333333,46.07,45.26,44.41,44.28,4
1987,Germany,3.000833333,45.7,44.3,45.12,44.93,2
1987,Germany,3.000833333,45.7,44.3,45.12,44.93,2
2007,Poland,3.000833333,45.54,44.49,44.28,45.74,3
2006,U.S.A,3.000833333,46.4,45.1,44.16,44.39,3
2017,Belgium,3.001,46.4,44.7,45.36,43.6,4
2011,Jamaica,3.001166667,45.5,44.2,44.84,45.53,2
2015,Bostwana,3.001333333,45.3,44.1,46.05,44.63,2
1991,Jamaica,3.001333333,45.9,44.6,44.81,44.77,2
2017,Great Britain,3.001333333,45.6,44.4,45.42,44.66,2
1993,France,3.0015,45.62,45.47,44.85,44.15,4
2008,Jamaica,3.0015,45.34,45.14,45.01,44.6,4
2016,Cuba,3.001833333,46,44.5,45.4,44.21,4
1984,U.S.A,3.003166667,45.93,44.65,44.81,44.8,2
1997,Great Britain,3.003166667,46.14,44.33,44.53,45.19,2
1984,U.S.A,3.003333333,45.4,45,45,44.8,4
1986,Germany,3.003333333,46.1,45,44.5,44.6,3
1989,U.S.A,3.003333333,46.6,44.1,44.7,44.8,2
2015,U.S.A,3.003333333,46.1,44.3,44.9,44.9,2
1993,Great Britain,3.003333333,45.8,45.2,44.7,44.5,4
1999,South Africa,3.0035,46.5,44.5,45.43,43.78,4
2015,Jamaica,3.003833333,45.74,45.49,45,44,4
2015,Dominican Republic,3.004,45.5,43.8,46.58,44.36,2
1995,Germany,3.004,45.8,44.8,44.82,44.82,2
1997,South Africa,3.004333333,46.42,44.77,45.21,43.86,4
2009,Bahamas,3.004833333,46.4,45.3,44.24,44.35,3
2017,U.S.A,3.004833333,45.1,45.1,44.73,45.36,3
1988,Jamaica,3.005,45.05,44.9,45.8,44.55,4
2014,Bahamas,3.005,45.5,44.5,44.8,45.5,2
2014,Great Britain,3.005,45.4,44.7,46,44.2,4
1991,Kenya,3.005167,46.1,44.4,44.87,44.94,2
1997,Poland,3.005333333,45.3,45.1,45.14,44.78,4
2015,Belgium,3.0055,45.5,45.3,43.58,45.95,3
1991,Serbia and Montenegro,3.006166667,46,45.1,45.18,44.09,4
1985,Germany,3.006666667,45.7,45,45.1,44.6,4
